RelTime,Date_(UT)_HR:MN,RA_h,RA_m,RA_s,Dec_sign,Dec_d,Dec_m,Dec_s,APmag,S-brt,delta,deldot,S-O-T,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR
123,2000-May-03 12:00,22,58,47.66,-,04,11,21.0,17.842,1.562,0.74916495194476 1.4147802,/*,0.0072,4.1384560,92.349242,2.1619234,n.a.
124,2000-May-04 12:00,23,05,01.21,-,03,37,15.8,17.847,1.564,0.75003095511711 1.5838561,/*,0.0072,4.1289058,92.621918,2.4227908,n.a.
125,2000-May-05 12:00,23,11,13.38,-,03,03,06.1,17.853,1.567,0.75099411683354 1.7512067,/*,0.0071,4.1183229,92.891640,2.6818624,n.a.
126,2000-May-06 12:00,23,17,24.16,-,02,28,53.8,17.859,1.570,0.75205339136881 1.9166626,/*,0.0071,4.1067307,93.158128,2.9389554,n.a.
127,2000-May-07 12:00,23,23,33.53,-,01,54,41.2,17.865,1.573,0.75320763679715 2.0800601,/*,0.0071,4.0941548,93.421111,3.1938912,n.a.
128,2000-May-08 12:00,23,29,41.48,-,01,20,30.1,17.872,1.577,0.75445561845777 2.2412419,/*,0.0071,4.0806224,93.680332,3.4464958,n.a.
129,2000-May-09 12:00,23,35,48.00,-,00,46,22.7,17.880,1.581,0.75579601264509 2.4000570,/*,0.0071,4.0661624,93.935544,3.6965998,n.a.
130,2000-May-10 12:00,23,41,53.08,-,00,12,20.7,17.888,1.585,0.75722741049983 2.5563614,/*,0.0071,4.0508054,94.186513,3.9440391,n.a.
131,2000-May-11 12:00,23,47,56.71,+,00,21,33.8,17.897,1.589,0.75874832207628 2.7100184,/*,0.0071,4.0345831,94.433019,4.1886548,n.a.
132,2000-May-12 12:00,23,53,58.89,+,00,55,19.0,17.906,1.594,0.76035718056115 2.8608985,/*,0.0071,4.0175285,94.674854,4.4302935,n.a.
133,2000-May-13 12:00,23,59,59.61,+,01,28,53.2,17.916,1.599,0.76205234661846 3.0088801,/*,0.0070,3.9996757,94.911824,4.6688076,n.a.
134,2000-May-14 12:00,00,05,58.87,+,02,02,14.5,17.926,1.604,0.76383211283588 3.1538491,/*,0.0070,3.9810597,95.143751,4.9040553,n.a.
135,2000-May-15 12:00,00,11,56.67,+,02,35,21.4,17.937,1.609,0.76569470824761 3.2956995,/*,0.0070,3.9617160,95.370467,5.1359011,n.a.
136,2000-May-16 12:00,00,17,53.00,+,03,08,12.2,17.948,1.614,0.76763830290977 3.4343330,/*,0.0070,3.9416811,95.591822,5.3642152,n.a.
137,2000-May-17 12:00,00,23,47.87,+,03,40,45.3,17.959,1.620,0.76966101250478 3.5696595,/*,0.0070,3.9209916,95.807677,5.5888743,n.a.
138,2000-May-18 12:00,00,29,41.27,+,04,12,59.2,17.971,1.626,0.77176090295236 3.7015969,/*,0.0070,3.8996844,96.017909,5.8097613,n.a.
139,2000-May-19 12:00,00,35,33.20,+,04,44,52.5,17.983,1.632,0.77393599500553 3.8300709,/*,0.0069,3.8777967,96.222407,6.0267655,n.a.
140,2000-May-20 12:00,00,41,23.66,+,05,16,23.9,17.996,1.638,0.77618426881139 3.9550151,/*,0.0069,3.8553657,96.421075,6.2397824,n.a.
141,2000-May-21 12:00,00,47,12.65,+,05,47,32.0,18.009,1.645,0.77850366841750 4.0763708,/*,0.0069,3.8324285,96.613828,6.4487139,n.a.
142,2000-May-22 12:00,00,53,00.16,+,06,18,15.5,18.022,1.652,0.78089210620633 4.1940870,/*,0.0069,3.8090217,96.800596,6.6534681,n.a.
143,2000-May-23 12:00,00,58,46.21,+,06,48,33.4,18.036,1.658,0.78334746724139 4.3081200,/*,0.0069,3.7851818,96.981321,6.8539594,n.a.
144,2000-May-24 12:00,01,04,30.79,+,07,18,24.6,18.049,1.665,0.78586761351045 4.4184336,/*,0.0068,3.7609449,97.155956,7.0501084,n.a.
145,2000-May-25 12:00,01,10,13.89,+,07,47,47.9,18.064,1.672,0.78845038805228 4.5249984,/*,0.0068,3.7363464,97.324467,7.2418417,n.a.
146,2000-May-26 12:00,01,15,55.52,+,08,16,42.5,18.078,1.680,0.79109361895558 4.6277919,/*,0.0068,3.7114212,97.486830,7.4290919,n.a.
147,2000-May-27 12:00,01,21,35.67,+,08,45,07.3,18.093,1.687,0.79379512321960 4.7267981,/*,0.0068,3.6862032,97.643032,7.6117975,n.a.
148,2000-May-28 12:00,01,27,14.34,+,09,13,01.7,18.108,1.695,0.79655271046781 4.8220075,/*,0.0067,3.6607258,97.793069,7.7899026,n.a.
149,2000-May-29 12:00,01,32,51.54,+,09,40,24.8,18.123,1.702,0.79936418650748 4.9134162,/*,0.0067,3.6350215,97.936950,7.9633571,n.a.
150,2000-May-30 12:00,01,38,27.24,+,10,07,15.9,18.139,1.710,0.80222735672910 5.0010266,/*,0.0067,3.6091218,98.074689,8.1321162,n.a.
151,2000-May-31 12:00,01,44,01.46,+,10,33,34.3,18.155,1.718,0.80514002934138 5.0848462,/*,0.0067,3.5830573,98.206310,8.2961403,n.a.
152,2000-Jun-01 12:00,01,49,34.19,+,10,59,19.4,18.171,1.726,0.80810001843841 5.1648876,/*,0.0066,3.5568575,98.331846,8.4553952,n.a.
153,2000-Jun-02 12:00,01,55,05.43,+,11,24,30.9,18.187,1.734,0.81110514689696 5.2411686,/*,0.0066,3.5305510,98.451336,8.6098512,n.a.
154,2000-Jun-03 12:00,02,00,35.16,+,11,49,08.0,18.203,1.742,0.81415324910317 5.3137112,/*,0.0066,3.5041653,98.564827,8.7594839,n.a.
155,2000-Jun-04 12:00,02,06,03.39,+,12,13,10.5,18.219,1.750,0.81724217350839 5.3825421,/*,0.0066,3.4777269,98.672371,8.9042730,n.a.
