element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ne,2,"=""439.19902""","=""0.00003""","=""400""","=""""",,"=""280172.9854""","=""302935.312""","=""2s2.2p4.(3P).3d""","=""4F""","=""9/2""","=""2s2.2p4.(3P<2>).4f""","=""2[5]*""","=""11/2""",,"=""""","=""L9088""",
Ne,1,"=""439.4370""","=""0.0020""","=""150*""","=""""",,"=""150858.5079""","=""173608.51""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""439.4370""","=""0.0020""","=""150*""","=""""",,"=""150858.5079""","=""173608.51""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).10d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""439.4370""","=""0.0020""","=""150*""","=""""",,"=""150858.5079""","=""173608.54""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).10d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
Ne,1,"=""439.4773""","=""0.0020""","=""150""","=""""",,"=""149824.2215""","=""172572.12""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""439.5008""","=""0.0020""","=""10""","=""""",,"=""149824.2215""","=""172570.83""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""439.5306""","=""0.0020""","=""10""","=""""",,"=""149824.2215""","=""172569.40""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""439.5556""","=""0.0001""","=""500""","=""""",,"=""149824.2215""","=""172568.083""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""3""",,"=""""","=""L7292""",
Ne,1,"=""439.5969""","=""0.0020""","=""10""","=""""",,"=""149824.2215""","=""172565.93""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,2,"=""439.6313""","=""0.0003""","=""120""","=""""",,"=""280768.508""","=""303508.458""","=""2s2.2p4.(3P).3d""","=""4P""","=""1/2""","=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L1406""",
Ne,1,"=""439.7175""","=""0.0020""","=""10""","=""""",,"=""150121.5922""","=""172857.00""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,2,"=""439.79902""","=""0.00003""","=""300""","=""""",,"=""280797.2387""","=""303528.5122""","=""2s2.2p4.(3P).3d""","=""4F""","=""5/2""","=""2s2.2p4.(3P<1>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L5951""",
Ne,1,"=""439.8136""","=""0.0020""","=""50""","=""""",,"=""150121.5922""","=""172852.13""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
Ne,1,"=""440.2374""","=""0.0020""","=""20""","=""""",,"=""150121.5922""","=""172830.20""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""440.2580""","=""0.0020""","=""10""","=""""",,"=""150121.5922""","=""172829.30""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""440.2985""","=""0.0020""","=""10""","=""""",,"=""150315.8612""","=""173021.29""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).11d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
Ne,1,"=""440.5582""","=""0.0020""","=""20""","=""""",,"=""150917.4307""","=""173609.59""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).10d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,2,"=""440.929872""","=""0.000023""","=""300""","=""""",,"=""280262.3163""","=""302935.2919""","=""2s2.2p4.(3P).3d""","=""2F""","=""7/2""","=""2s2.2p4.(3P<2>).4f""","=""2[5]*""","=""9/2""",,"=""""","=""L5951""",
Ne,1,"=""440.9620""","=""0.0020""","=""200""","=""""",,"=""150315.8612""","=""172987.283""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
Ne,2,"=""440.9778""","=""0.0010""","=""40w""","=""""",,"=""280172.9854""","=""302843.509""","=""2s2.2p4.(3P).3d""","=""4F""","=""9/2""","=""2s2.2p4.(3P<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L1406""",
Ne,2,"=""441.220""","=""0.004""","=""80w""","=""""",,"=""280172.9854""","=""302831.176""","=""2s2.2p4.(3P).3d""","=""4F""","=""9/2""","=""2s2.2p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L1406""",
Ne,1,"=""441.2285""","=""0.0020""","=""200""","=""""",,"=""149824.2215""","=""172481.8376""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,2,"=""441.2591""","=""0.0003""","=""180""","=""""",,"=""280172.9854""","=""302829.0453""","=""2s2.2p4.(3P).3d""","=""4F""","=""9/2""","=""2s2.2p4.(3P<2>).4f""","=""2[4]*""","=""9/2""",,"=""""","=""L1406""",
Ne,2,"=""441.3113""","=""0.0007""","=""160*""","=""2.0e+08""",D,"=""280947.0768""","=""303600.498""","=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""","=""2s2.2p4.(3P<1>).4f""","=""2[3]*""","=""5/2""",,"=""T1115CA,LS""","=""L9088""",
Ne,2,"=""441.3113""","=""0.0007""","=""160*""","=""""",,"=""281171.3566""","=""303824.6705""","=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L9088""",
Ne,2,"=""441.32150""","=""0.00003""","=""200""","=""""",,"=""281171.3566""","=""303824.2119""","=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p4.(3P<0>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L5951""",
Ne,1,"=""441.3561""","=""0.0020""","=""150""","=""""",,"=""149824.2215""","=""172475.321""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""441.5141""","=""0.0020""","=""50""","=""""",,"=""150121.5922""","=""172764.60""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,2,"=""441.67552""","=""0.00017""","=""160""","=""""",,"=""280268.9453""","=""302903.635""","=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L9088""",
Ne,1,"=""441.6817""","=""0.0020""","=""500""","=""""",,"=""149824.2215""","=""172458.613""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
Ne,1,"=""442.0558""","=""0.0020""","=""10""","=""""",,"=""148257.7898""","=""170872.8524""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
Ne,2,"=""442.13888""","=""0.00006""","=""200""","=""""",,"=""280989.5229""","=""303600.498""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p4.(3P<1>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L5951""",
Ne,1,"=""442.15553""","=""0.00020""","=""500""","=""""",,"=""148257.7898""","=""170867.923""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L4498""",
Ne,1,"=""442.25205""","=""0.00004""","=""3000""","=""""",,"=""148257.7898""","=""170862.9893""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""""","=""L3451""",
Ne,8,"=""442.28""","=""0.30""","=""20*""","=""3.35e+07""",A,"=""[1818650]""","=""[1841265]""","=""1s2.8d""","=""2D""","=""3/2""","=""1s2.9p""","=""2P*""","=""""",,"=""T7495LS""","=""L9090,L10000""",
Ne,8,"=""442.28""","=""0.30""","=""20*""","=""7.53e+07""",A,"=""[1818658]""","=""[1841265]""","=""1s2.8d""","=""2D""","=""5/2""","=""1s2.9p""","=""2P*""","=""""",,"=""T7495LS""","=""L9090,L10000""",
Ne,1,"=""442.48065""","=""0.00020""","=""3000""","=""""",,"=""148257.7898""","=""170851.3105""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""""","=""L4498""",
Ne,1,"=""442.5400""","=""0.0001""","=""1500""","=""""",,"=""148257.7898""","=""170848.274""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",,"=""""","=""L7292""",
Ne,8,"=""442.68""","=""0.15""","=""20""","=""""",,"=""9118338""","=""9140918""","=""1s.2s.(3S).8f""","=""4F*""","=""""","=""1s.2s.(3S).9d""","=""4D""","=""""",,"=""""","=""L9090u58,L10000""",
Ne,2,"=""442.7108""","=""0.0020""","=""60""","=""""",,"=""280262.3163""","=""302844.085""","=""2s2.2p4.(3P).3d""","=""2F""","=""7/2""","=""2s2.2p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L1406""",
Ne,1,"=""442.7755""","=""0.0020""","=""300""","=""""",,"=""150772.1118""","=""173350.78""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""442.7981""","=""0.0020""","=""150""","=""""",,"=""150772.1118""","=""173349.46""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
Ne,2,"=""442.84075""","=""0.00019""","=""160bl""","=""""",,"=""280268.9453""","=""302844.085""","=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L9088""",
Ne,2,"=""442.8520""","=""0.0008""","=""200bl*""","=""""",,"=""306243.4077""","=""328818.054""","=""2s2.2p4.(1D).3d""","=""2D""","=""5/2""","=""2s2.2p4.(1D<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L5951""",
Ne,2,"=""442.8520""","=""0.0008""","=""200bl*""","=""3.3e+07""",D,"=""281025.9326""","=""303600.498""","=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p4.(3P<1>).4f""","=""2[3]*""","=""5/2""",,"=""T1115CA,LS""","=""L5951""",
Ne,2,"=""442.8520""","=""0.0008""","=""200bl*""","=""""",,"=""280268.9453""","=""302843.509""","=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p4.(3P<2>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L5951""",
Ne,2,"=""442.86359""","=""0.00004""","=""200bl""","=""""",,"=""281025.9326""","=""303599.9098""","=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L9088""",
Ne,1,"=""442.9410""","=""0.0020""","=""10""","=""""",,"=""151038.4524""","=""173608.51""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[1/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,2,"=""442.9640""","=""0.0003""","=""180""","=""""",,"=""280262.3163""","=""302831.176""","=""2s2.2p4.(3P).3d""","=""2F""","=""7/2""","=""2s2.2p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L1406""",
Ne,2,"=""443.09018""","=""0.00006""","=""300bl""","=""""",,"=""280947.0768""","=""303509.514""","=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""","=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L5951""",
Ne,2,"=""443.09417""","=""0.00004""","=""300bl""","=""""",,"=""280268.9453""","=""302831.176""","=""2s2.2p4.(3P).3d""","=""2D""","=""5/2""","=""2s2.2p4.(3P<2>).4f""","=""2[4]*""","=""7/2""",,"=""""","=""L5951""",
Ne,2,"=""443.1105""","=""0.0020""","=""12""","=""2.1e+07""",D,"=""280947.0768""","=""303508.458""","=""2s2.2p4.(3P).3d""","=""4F""","=""3/2""","=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""T1115CA,LS""","=""L1406""",
Ne,2,"=""443.1810""","=""0.0003""","=""160*""","=""""",,"=""306011.056""","=""328568.87""","=""2s2.2p4.(1D).3d""","=""2S""","=""1/2""","=""2s2.2p4.(1D<2>).4f""","=""2[1]*""","=""1/2""",,"=""""","=""L1406""",
Ne,2,"=""443.1810""","=""0.0003""","=""160*""","=""""",,"=""306011.056""","=""328568.864""","=""2s2.2p4.(1D).3d""","=""2S""","=""1/2""","=""2s2.2p4.(1D<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""443.2303""","=""0.0003""","=""160""","=""""",,"=""306262.755""","=""328818.048""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""","=""2s2.2p4.(1D<2>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L1406""",
Ne,1,"=""443.25166""","=""0.00020""","=""200""","=""""",,"=""149657.0392""","=""172211.266""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L4498""",
Ne,1,"=""443.3398""","=""0.0020""","=""100""","=""""",,"=""149657.0392""","=""172206.770""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""443.37239""","=""0.00004""","=""700""","=""""",,"=""149657.0392""","=""172205.113""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""4""",,"=""""","=""L3451""",
Ne,1,"=""443.5094""","=""0.0020""","=""50""","=""""",,"=""150315.8612""","=""172857.00""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,2,"=""443.6979""","=""0.0020""","=""100""","=""""",,"=""290371.9268""","=""312903.4650""","=""2s2.2p4.(3P).4p""","=""4P*""","=""5/2""","=""2s2.2p4.(3P).6s""","=""4P""","=""5/2""",,"=""""","=""L1406""",
Ne,2,"=""443.92525""","=""0.00008""","=""180""","=""""",,"=""280989.5229""","=""303509.514""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L5951""",
Ne,2,"=""443.94610""","=""0.00014""","=""180""","=""""",,"=""280989.5229""","=""303508.458""","=""2s2.2p4.(3P).3d""","=""4P""","=""3/2""","=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L5951""",
Ne,2,"=""443.99914""","=""0.00022""","=""180""","=""""",,"=""280473.5550""","=""302989.805""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",,"=""""","=""L5951""",
Ne,1,"=""444.0363""","=""0.0020""","=""150*""","=""""",,"=""150315.8612""","=""172830.20""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""444.0363""","=""0.0020""","=""150*""","=""""",,"=""150315.8612""","=""172830.25""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
Ne,2,"=""444.0804""","=""0.0003""","=""80""","=""""",,"=""254164.9888""","=""276677.1142""","=""2s2.2p4.(3P).3p""","=""2P*""","=""3/2""","=""2s2.2p4.(1S).3s""","=""2S""","=""1/2""",,"=""""","=""L1406""",
Ne,1,"=""444.0812""","=""0.0020""","=""20""","=""""",,"=""150315.8612""","=""172827.93""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""444.0890""","=""0.0020""","=""10""","=""""",,"=""150315.8612""","=""172827.35""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).10d""","=""2[7/2]*""","=""3""",,"=""""","=""L3469""",
Ne,2,"=""444.26865""","=""0.00014""","=""180""","=""3.5e+06""",D,"=""281025.9326""","=""303528.5122""","=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p4.(3P<1>).4f""","=""2[4]*""","=""7/2""",,"=""T1115CA,LS""","=""L5951""",
Ne,1,"=""444.4978""","=""0.0020""","=""300""","=""""",,"=""150858.5079""","=""173349.52""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).9d""","=""2[5/2]*""","=""3""",,"=""""","=""L3469""",
Ne,1,"=""444.5671""","=""0.0020""","=""10""","=""""",,"=""150772.1118""","=""173259.46""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,8,"=""444.58""","=""0.15""","=""20""","=""""",,"=""9117560""","=""9140042""","=""1s.2s.(3S).8d""","=""4D""","=""""","=""1s.2s.(3S).9p""","=""4P*""","=""""",,"=""""","=""L9090u58,L10000""",
Ne,2,"=""444.64398""","=""0.00017""","=""180""","=""""",,"=""281025.9326""","=""303509.514""","=""2s2.2p4.(3P).3d""","=""2F""","=""5/2""","=""2s2.2p4.(3P<1>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L9088""",
Ne,1,"=""444.6538""","=""0.0020""","=""10""","=""""",,"=""150772.1118""","=""173255.24""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""0""",,"=""""","=""L3469""",
Ne,2,"=""445.2607""","=""0.0003""","=""140""","=""""",,"=""306243.4077""","=""328695.864""","=""2s2.2p4.(1D).3d""","=""2D""","=""5/2""","=""2s2.2p4.(1D<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L1406""",
Ne,3,"=""445.279""","=""""","=""2000wl*""","=""3.4e+07""",D,"=""449552.15+x""","=""472004.1+x""","=""2s2.2p3.(4S*).4f""","=""5F""","=""5""","=""2s2.2p3.(4S*).5g""","=""5G*""","=""6""",,"=""T8046""","=""L10704""",
Ne,3,"=""445.279""","=""""","=""2000wl*""","=""3.1e+08""",D,"=""449552.39+x""","=""472004.1+x""","=""2s2.2p3.(4S*).4f""","=""5F""","=""4""","=""2s2.2p3.(4S*).5g""","=""5G*""","=""5""",,"=""T8046""","=""L10704""",
Ne,3,"=""445.279""","=""""","=""2000wl*""","=""2.8e+08""",D,"=""449552.77+x""","=""472004.1+x""","=""2s2.2p3.(4S*).4f""","=""5F""","=""3""","=""2s2.2p3.(4S*).5g""","=""5G*""","=""4""",,"=""T8046""","=""L10704""",
Ne,3,"=""445.279""","=""""","=""2000wl*""","=""""",,"=""449552.9+x""","=""472004.1+x""","=""2s2.2p3.(4S*).4f""","=""5F""","=""1""","=""2s2.2p3.(4S*).5g""","=""5G*""","=""2""",,"=""""","=""L10704""",
Ne,3,"=""445.279""","=""""","=""2000wl*""","=""2.6e+08""",D,"=""449553.0+x""","=""472004.1+x""","=""2s2.2p3.(4S*).4f""","=""5F""","=""2""","=""2s2.2p3.(4S*).5g""","=""5G*""","=""3""",,"=""T8046""","=""L10704""",
Ne,1,"=""445.2983""","=""0.0020""","=""150""","=""""",,"=""150121.5922""","=""172572.12""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""445.3253""","=""0.0020""","=""50""","=""""",,"=""150121.5922""","=""172570.83""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""445.3324""","=""0.0020""","=""20""","=""""",,"=""150315.8612""","=""172764.60""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""445.3528""","=""0.0020""","=""10""","=""""",,"=""150121.5922""","=""172569.40""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""1""","=""2s2.2p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""445.4285""","=""0.0020""","=""50""","=""""",,"=""150315.8612""","=""172759.82""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",,"=""""","=""L3469""",
Ne,1,"=""445.5564""","=""0.0020""","=""150""","=""""",,"=""149824.2215""","=""172261.741""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
Ne,1,"=""445.6380""","=""0.0020""","=""10""","=""""",,"=""150917.4307""","=""173350.78""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[1/2]""","=""0""","=""2s2.2p5.(2P*<1/2>).9d""","=""2[3/2]*""","=""1""",,"=""""","=""L3469""",
Ne,2,"=""445.6445""","=""0.0003""","=""80""","=""""",,"=""306262.755""","=""328695.882""","=""2s2.2p4.(1D).3d""","=""2D""","=""3/2""","=""2s2.2p4.(1D<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""445.70473""","=""0.00006""","=""240""","=""""",,"=""280473.5550""","=""302903.635""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",,"=""""","=""L9088""",
Ne,2,"=""445.7242""","=""0.0012""","=""100*""","=""""",,"=""281171.3566""","=""303600.498""","=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p4.(3P<1>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L1406""",
Ne,2,"=""445.7242""","=""0.0012""","=""100*""","=""""",,"=""280473.5550""","=""302902.557""","=""2s2.2p4.(3P).3d""","=""2D""","=""3/2""","=""2s2.2p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L1406""",
Ne,2,"=""445.73507""","=""0.00016""","=""160""","=""""",,"=""281171.3566""","=""303599.9098""","=""2s2.2p4.(3P).3d""","=""4P""","=""5/2""","=""2s2.2p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",,"=""""","=""L9088""",
Ne,3,"=""445.8763""","=""""","=""500""","=""3.4e+08""",D,"=""449582.924""","=""472004.38""","=""2s2.2p3.(4S*).4f""","=""3F""","=""4""","=""2s2.2p3.(4S*).5g""","=""3G*""","=""5""",,"=""T8046""","=""L10704""",
Ne,3,"=""445.8862""","=""""","=""400""","=""3.2e+08""",D,"=""449583.48""","=""472004.44""","=""2s2.2p3.(4S*).4f""","=""3F""","=""3""","=""2s2.2p3.(4S*).5g""","=""3G*""","=""4""",,"=""T8046""","=""L10704""",
Ne,3,"=""445.894""","=""""","=""300""","=""3.1e+08""",D,"=""449584.03""","=""472004.52""","=""2s2.2p3.(4S*).4f""","=""3F""","=""2""","=""2s2.2p3.(4S*).5g""","=""3G*""","=""3""",,"=""T8046""","=""L10704""",
Ne,1,"=""446.0175""","=""0.0001""","=""1000""","=""""",,"=""149657.0392""","=""172071.389""","=""2s2.2p5.(2P*<3/2>).3p""","=""2[5/2]""","=""3""","=""2s2.2p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L7292""",
Ne,3,"=""446.054""","=""""","=""1000ws,bl*""","=""""",,"=""490832.60""","=""513245.5""","=""2s2.2p3.(2D*).4f""","=""3H""","=""5""","=""2s2.2p3.(2D*).5g""","=""3I*""","=""6""",,"=""""","=""L10704""",
Ne,3,"=""446.054""","=""""","=""1000ws,bl*""","=""3.4e+08""",D,"=""490833.55""","=""513245.5""","=""2s2.2p3.(2D*).4f""","=""3H""","=""6""","=""2s2.2p3.(2D*).5g""","=""3I*""","=""7""",,"=""T8046""","=""L10704""",
Ne,3,"=""446.054""","=""""","=""1000ws,bl*""","=""""",,"=""490833.93""","=""513245.5""","=""2s2.2p3.(2D*).4f""","=""1G""","=""4""","=""2s2.2p3.(2D*).5g""","=""3I*""","=""5""",,"=""""","=""L10704""",
Ne,1,"=""446.2856""","=""0.0020""","=""20""","=""""",,"=""150858.5079""","=""173259.46""","=""2s2.2p5.(2P*<1/2>).3p""","=""2[3/2]""","=""2""","=""2s2.2p5.(2P*<1/2>).10s""","=""2[1/2]*""","=""1""",,"=""""","=""L3469""",
