t,x,y,z,x_earth,y_earth,z_earth
6131.0,-0.1638787286662306,-0.5064727600485007,0.02331591211146855,0.9188491755928846,0.31930848991515576,-0.00010489128723597076
6132.0,-0.14289483084982796,-0.5247917396259077,0.02478961184036036,0.9126894414940948,0.33588107613480545,-0.00010701336866560335
6133.0,-0.12164850937792165,-0.5421488370577787,0.02621788693616008,0.906236111597964,0.35234561570029754,-0.00010910115635955585
6134.0,-0.10019261846587663,-0.5585740112204874,0.0276011055724537,0.8994910738572915,0.3686967392095935,-0.00011115396497634266
6135.0,-0.0785746844798417,-0.57409811760255,0.02893980879442166,0.8924563204750965,0.3849291100837377,-0.00011317112151831854
6136.0,-0.056837327779200406,-0.5887524195507846,0.030234674432953416,0.8851339473510399,0.40103742680870635,-0.00011515196577395904
6137.0,-0.03501868170364849,-0.6025681984725233,0.031486486391253614,0.8775261534730346,0.4170164251703669,-0.00011709585076932804
6138.0,-0.013152798125710831,-0.6155764480297938,0.03269610874948866,0.869635240254211,0.43286088048168936,-0.00011900214322181613
6139.0,0.008729967377174297,-0.6278076386703705,0.03386446411812746,0.8614636108153867,0.4485656098017249,-0.00012087022397975979
6140.0,0.030602594916972953,-0.6392915403718701,0.03499251568813514,0.8530137692130668,0.46412547414644856,-0.00012269948841274036
6141.0,0.05244106640029736,-0.6500570930556132,0.03608125246319529,0.8442883196126225,0.4795353806924546,-0.00012448934668016112
6142.0,0.0742240590208548,-0.6601323156488083,0.03713167720650677,0.8352899654054105,0.4947902849758596,-0.00012623922373194692
6143.0,0.09593266579267709,-0.6695442461751561,0.03814479668619348,0.8260215082665775,0.5098851930907675,-0.00012794855874836194
6144.0,0.11755014209271591,-0.6783189065056123,0.03912161385497233,0.8164858471459074,0.524815163894295,-0.00012961680343346097
6145.0,0.1390616767450637,-0.6864812864947478,0.04006312164908797,0.8066859771747039,0.5395753112275878,-0.000131243418001841
6146.0,0.16045418591815047,-0.6940553431718897,0.040970298137481174,0.7966249884525564,0.5541608061604649,-0.00013282786262220811
6147.0,0.18171612796134784,-0.7010640114751645,0.04184410279424702,0.7863060646426511,0.5685668792473327,-0.0001343695803409403
6148.0,0.202837337242498,-0.7075292237640936,0.042685473704669775,0.7757324812578063,0.5827888227050304,-0.00013586796592652889
6149.0,0.223808875105644,-0.7134719361083528,0.04349532554227202,0.7649076035351969,0.596821992218381,-0.0001373223188781995
6150.0,0.24462289649340815,-0.7189121601101156,0.044274548156371246,0.7538348841427226,0.6106618077761384,-0.00013873180294518615
6151.0,0.26527253182307614,-0.723868999133225,0.04502400558064108,0.742517861898423,0.624303753192952,-0.0001400954848486967
6152.0,0.2857517841123975,-0.7283606862060512,0.04574453530215323,0.730960162963116,0.6377433758808336,-0.00014141251396445362
6153.0,0.3060554386110354,-0.7324046197703432,0.046436947832928274,0.7191655030887231,0.650976289791345,-0.00014268232016091047
6154.0,0.32617897993951483,-0.7360173972248487,0.04710202672983535,0.7071376871311426,0.6639981808999937,-0.00014390462064651816
6155.0,0.3461185153717994,-0.7392148495100973,0.04774052897324627,0.6948806055715304,0.6768048114703074,-0.0001450792740528138
6156.0,0.36587070600635346,-0.7420120774445342,0.04835318548636896,0.682398230794548,0.6893920219829142,-0.00014620615536315145
6157.0,0.38543270622402187,-0.744423488161773,0.048940701701966745,0.6696946144162074,0.7017557320706177,-0.0001472851070342526
6158.0,0.40480211034517855,-0.7464628304222297,0.049503758176477286,0.6567738853679518,0.7138919414627555,-0.00014831593526589342
6159.0,0.42397690529852594,-0.7481432284217504,0.05004301125742801,0.6436402482562059,0.7257967311627321,-0.00014929842056734779
6160.0,0.4429554284275504,-0.749477214061956,0.05055909379729822,0.6302979817529196,0.7374662647943809,-0.00015023232939399443
6161.0,0.46173632979269513,-0.7504767577137265,0.051052615901175324,0.6167514369353391,0.7488967900272631,-0.00015111742333041953
6162.0,0.48031853845524025,-0.7511532975062523,0.051524165695373964,0.6030050355589515,0.7600846400215069,-0.00015195346563948663
6163.0,0.4987012323045958,-0.7515177671717522,0.051974310106001426,0.5890632682675978,0.7710262348591629,-0.00015274022577654563
6164.0,0.5168838110443267,-0.751580622478586,0.05240359563857593,0.5749306927487488,0.7817180829446054,-0.00015347748247746652
6165.0,0.53486587199575,-0.751351866290817,0.052812549151710166,0.5606119318413273,0.7921567823647264,-0.00015416502587816886
6166.0,0.5526471884156469,-0.7508410722979486,0.05320167861945815,0.5461116716020072,0.802339022203868,-0.00015480265897941574
6167.0,0.5702276900580455,-0.7500574074633722,0.05357147387821107,0.5314346593346062,0.8122615838105799,-0.00015539019866502783
6168.0,0.5876074457398118,-0.7490096532436241,0.0539224073550658,0.5165857015862397,0.8219213420144003,-0.00015592747641030074
6169.0,0.6047866476963373,-0.7477062256328444,0.05425493477542501,0.5015696621132385,0.8313152662914451,-0.00015641433877053865
6170.0,0.6217655975372384,-0.7461551940879915,0.05456949584825865,0.48639145981938714,0.8404404218779228,-0.0001568506477090098
6171.0,0.6385446936329849,-0.7443642993905949,0.05486651492799545,0.47105606666875205,0.8492939708308823,-0.00015723628080352426
6172.0,0.6551244197820154,-0.7423409705003237,0.055146401652442945,0.4555685055751645,0.8578731730356325,-0.00015757113135745948
6173.0,0.6715053350244371,-0.7400923404545554,0.05540955155647812,0.43993384827030024,0.8661753871593592,-0.00015785510843198858
6174.0,0.6876880644830654,-0.7376252613666315,0.05565634666152171,0.424157213152205,0.8741980715505423,-0.00015808813680996773
6175.0,0.7036732911255629,-0.7349463185736641,0.05588715604102235,0.4082437631160556,0.8819387850838373,-0.0001582701568974202
6176.0,0.7194617483529586,-0.7320618439827409,0.05610233636234211,0.39219870336890383,0.8893951879501476,-0.00015840112456517595
6177.0,0.73505421333005,-0.7289779286622159,0.056302232405561266,0.376027279230121,0.8965650423916757,-0.00015848101093057305
6178.0,0.7504515009822573,-0.7257004347225481,0.05648717755981499,0.35973477391923364,0.9034462133817946,-0.00015850980207691106
6179.0,0.7656544585915479,-0.7222350065288976,0.05665749429784356,0.3433265063328259,0.910036669249647,-0.0001584874987063809
6180.0,0.7806639609311911,-0.7185870812854454,0.056813494629485574,0.3268078288121672,0.916334482249437,-0.00015841411572034846
6181.0,0.795480905885456,-0.7147618990292018,0.05695548053487522,0.31018412490320696,0.9223378290744432,-0.00015828968171905581
6182.0,0.8101062105060104,-0.71076451206892,0.057083744378121706,0.29346080711056943,0.9280449913158446,-0.00015811423841096534
6183.0,0.8245408074617948,-0.7065997939026564,0.057198569302256,0.27664331464716807,0.9334543558665198,-0.00015788783992011404
6184.0,0.8387856418436254,-0.7022724476455304,0.057300229606228256,0.2597371111810505,0.9385644152700451,-0.00015761055197797036
6185.0,0.8528416682887556,-0.6977870139973287,0.05738899110473029,0.24274768258107796,0.9433737680151902,-0.00015728245098451413
6186.0,0.8667098483941816,-0.693147878777785,0.057465111471603963,0.2256805346630431,0.9478811187762848,-0.0001569036229217421
6187.0,0.880391148390644,-0.6883592800556525,0.05752884056757819,0.20854119093783283,0.9520852785998997,-0.00015647416210185774
6188.0,0.8938865370521077,-0.6834253148960533,0.0575804207530565,0.1913351903632588,0.9559851650383707,-0.0001559941697325047
6189.0,0.9071969838180287,-0.6783499457490577,0.057620087186654144,0.1740680851012073,0.9595798022307658,-0.00015546375228330493
6190.0,0.9203234571079809,-0.673137006500998,0.05764806811015901,0.15674543828180554,0.9628683209319713,-0.00015488301964276113
6191.0,0.9332669228102338,-0.6677902082086645,0.05766458512056529,0.1393728217763753,0.9658499584906414,-0.0001542520830638799
6192.0,0.9460283429276891,-0.6623131445352536,0.0576698534298028,0.12195581398104582,0.9685240587768008,-0.00015357105291285034
6193.0,0.9586086743662033,-0.6567092969057386,0.057664082112758815,0.10449999761303812,0.9708900720599125,-0.00015284003626067166
6194.0,0.9710088678517851,-0.6509820393982185,0.05764747434416314,0.08701095752180837,0.9729475548381857,-0.00015205913439629733
6195.0,0.9832298669644582,-0.6451346433867411,0.0576202276248815,0.0694942785174491,0.9746961696197947,-0.00015122844039552126
6196.0,0.9952726072777589,-0.6391702819501226,0.057582533998137356,0.05195554321896906,0.9761356846564465,-0.00015034803695581017
6197.0,1.00713801559389,-0.6330920340603614,0.057534580256157444,0.034400329925267974,0.9772659736293663,-0.00014941799480461368
6198.0,1.018827009265505,-0.6269028885633887,0.05747654813771265,0.01683421051170895,0.9780870152871963,-0.00014843837210309799
6199.0,1.0303404955959485,-0.6206057479640942,0.05740861451700308,-0.0007372516449470137,0.9785988930345524,-0.00014740921538470208
6200.0,1.0416793713105508,-0.6142034320268162,0.05733095158431354,-0.018308503711007854,0.9788017944690766,-0.00014633056265949058
6201.0,1.0528445220922638,-0.6076986812017865,0.05724372701884492,-0.03587400540857537,0.9786960108639312,-0.00014520244933344674
6202.0,1.0638368221755616,-0.6010941598873657,0.05714710415410613,-0.053428230997169875,0.9782819365920911,-0.00014402491747299935
6203.0,1.0746571339930793,-0.5943924595372927,0.05704124213623204,-0.07096567122733116,0.9775600684889117,-0.000142798028624544
